Name,Background,Skin,Shell,Body,Mouth,Eyes,Head,Token_ID
Terrapin #08164,Mint,Tiger, Spikes,Steam Punk Shirt - Red,Grin,Closed ,None,325849097096279144942171808455272465007
Terrapin #00466,Charcoal Full Moon,Common,Dragon Wings - Red,Hawaiian Shirt - Watermelon,Scream,Angry Tweeker ,Top Hat - Steam Punk,263182301405842925926513083573371010945
Terrapin #01682,Baby Blue,Geisha,Knight Sword - Brown,Leather Jacket - Black,Sad,Tweeker ,Bonnett,158679768449092601511411856986704171763
Terrapin #04806,Steel Blue,Leopard Lion,Dragon Wings - Red,Tuxedo,Dopey,Monocle - Bored ,Red  with Horns,192504264803974084089773247982450675056
Terrapin #06071,Burnt Orange,Geisha, Spikes,Naked,Grin,Tweeker ,Spiky  - Brown,198523603895245821482865438355937201131
Terrapin #09899,Blue Grey,Lion,Knight Sword - Blue,Naked,Ehh,Monocle - Tweeker ,Ape Hat,145355679383708867891555584266165630156
Terrapin #02150,Mint,Teddy,Dragon Wings - Red,Luna Jersey,Ehh,Bored ,Basketball,107618294395507673252605372070174819569
Terrapin #00151,Steel Blue,Luna,Base ,Suit and Tie,Snarl - Cigar,Bored ,Girls  - Brown,154838693295868286208358299566735876384
Terrapin #04784,Clouds,Teddy, Cannon,Naked,Snarl - Cigar,Closed ,Mohawk - Silver,2492265148749529690031576691801801027
Terrapin #06083,Neon Pink,Luna,Steam Punk ,Naked,Dopey,Cyborg - Angry,Wizard Hat - Blue,114407223497677994551868573111693434494
Terrapin #06464,Baby Yellow,Common, Spikes,Steam Punk Shirt - Red,Bubblegum,Closed ,Mop  Brown,295113316082620840922489401791007466517
Terrapin #00209,Lilac,Lion,Dragon Scale - Green,Luna Shirt,Terrorpin,Cyborg - Bored,Girls  - Brown,101614485560012382984378136289647622219
Terrapin #06198,Early Light,Luna,Angel Wings,Naked,Dopey,Steam Punk - Bored,Penguin Hat,72061353951909373061587262184437094412
Terrapin #00398,Purple,Common,Base ,Leather Jacket - Black,Snarl - Nose Ring,Bored ,Bonnett,234146489373925014236125608459105979221
Terrapin #06896,Purple,Geisha,Base ,Cloak - Blue,Scream,Monocle - Bored ,Mohawk - Silver,111099442484636190143076417951837832794
Terrapin #07924,Burnt Orange,Lion,Base ,Naked,Snarl,Spectacles - Tortoise Shell,Unicorn,187212933075338284446830855492676923627
Terrapin #04917,Lilac,Hellfire,Base ,Hawaiian Shirt - Watermelon,Dopey - Drool,Sunnies - Gold,Mop  Brown,58910940209824502624576925478222331758
Terrapin #04224,Purple,Lion,Angel Wings,Luna Shirt,Snarl,Tweeker ,Fried Egg,210428507877507582725411641473381674127
Terrapin #08373,Blood Red - Big Moon,Luna,Base ,Leather Jacket - Black,Grin,Tweeker ,None,190303338260263282879076510428449264183
Terrapin #01183,Early Light,Lion,Armoured ,Cloak - Brown,Scowl,Angry Tweeker ,Wizard Hat - Brown,52257668886601805913289111349344133998
Terrapin #03861,Mint,Unicorn,Dragon Scale - Purple,Cloak - Black,Snarl - Cigar,Cyborg - Closed Eye,Girls  - Brown,40841563451479866649751865687612241098
Terrapin #04748,Purple,Hellfire,Base ,Orange Shirt,Dopey,Steam Punk - Angry,Angel Halo,222907066988146093448538902341660577728
Terrapin #09237,Mint,Common,Base ,Naked,Dopey,Cyborg - Tweeker,Angel Halo,77597239043033563359697952022419209124
Terrapin #05223,Blue Grey,Geisha,Turtle Katana,Leather Jacket - Black,Scream,Tweeker ,Mohawk - Rainbow,6155124673828378597828426971867274691
Terrapin #04233,Steel Blue,Chocolate,Base ,Leather Jacket - Black,Ehh,Tweeker ,Pirate Bandana,309241385014557256389899975630588899566
Terrapin #04713,Charcoal Full Moon,Chocolate,Dragon Wings - Red,Hawaiian Shirt - Pineapple,Ehh,Sunnies - Gun Metal,Dragon Hat - Purple,278857575775754926545501162297403042592
Terrapin #02553,Early Light,Lion,Base ,Leather Jacket - Black,Terrorpin,Bored ,Afro,89337973040391713277102796267151789563
Terrapin #00187,Purple,Luna,Knight Sword - Blue,Assassins Cloak - White,Dopey - Vampire,Monocle - Bored ,Mop  Brown,61855650411131623228404232461162709069
Terrapin #05029,Neon Pink,Common, Spikes,Naked,Grin,Tweeker ,Afro,268808583961534416850488449396905144651
Terrapin #09478,Mint,Common,Base ,Naked,Subtle Smile,Bored  - Shaved Brow,Fried Egg,109644823622603138639512896532055618605
Terrapin #01040,Neon Pink,Leopard Unicorn,Knight Sword - Blue,Cloak - Brown,Scream,Steam Punk - Bored,Cap - Pylon,27894517645630791645602092472663517340
Terrapin #01782,Blood Red - Big Moon,Luna,Base ,Naked,Grin - 5pm Shadow,Steam Punk - Angry,Mohawk - Blue,9281098795931392174114933130692803043
Terrapin #03846,Lilac,Teddy,Base ,Naked,Vampire,Goggle Steam Punk,Crown - Emerald,140102704324853315801153584772686582818
Terrapin #01922,Neon Pink,Leopard Lion,Base ,Tuxedo,Dopey - Drool,Steam Punk - Bored,Top Hat - Steam Punk,169324351761359159166823471169833811103
Terrapin #02010,Mint,Lion,Dragon Wings - Black,Hawaiian Shirt - Watermelon,Dopey - Vampire,Monocle - Tweeker ,Cap - ANC,33718733982489740047083802711916034848
Terrapin #05622,Mint,Unicorn, Cannon,Naked,Dopey - Vampire,Cyborg - Angry,None,22954743074637842481125704626055874186
Terrapin #00873,Purple,Tiger Teddy, Cannon,Naked,Terrorpin,Steam Punk - Angry,Knight Helmet - Red,94216143067729339804098428673191904133
Terrapin #05066,Early Light,Teddy,Base ,Steam Punk Shirt - Blue,Grin,Cyborg - Angry,Top Hat - black,323301111512142283666521534750760636712
Terrapin #05288,Charcoal - Big Moon,Common, Spikes,Naked,Dopey,Steam Punk - Tweeker,Mohawk - Black,283349237886690055515448532848897808552
Terrapin #02183,Early Light,Common,Knight Sword - Brown,Assassins Cloak - Black,Scowl,Sunnies - Gun Metal,Angel Halo,28076542880233019683591982138630323079
Terrapin #03910,Burnt Orange,Common,Turtle Katana,Steam Punk Shirt - Blue,Beard,Tweeker ,Spiky  - Black,199685284459313575156490182524528176155
Terrapin #08701,Charcoal Full Moon,Common,Dragon Wings - Black,Hawaiian Shirt - Watermelon,Ehh,Steam Punk - Angry,Mop  Black,301881926415246521625469312232406710427
Terrapin #05924,Mint,Luna,Base ,Luna Jersey,Snarl - Cigar,Steam Punk - Angry Clown,Mohawk - Black,336575232704660556333707445998234607758
Terrapin #02078,Early Light,Lion,Dragon Scale - Purple,Leather Jacket - Black and White,Scream,Monocle - Tweeker ,Wizard Hat - Blue,98436524868545940196069553411057122481
Terrapin #00851,Charcoal Full Moon,Luna,Knight Sword - Brown,Naked,Grin - 5pm Shadow,Monocle - Tweeker ,Mohawk - Red,161047370761092054957910843207345071820
Terrapin #02474,Purple,Leopard Unicorn,Dragon Scale - Purple,Naked,Sad,Cyborg - Closed Eye,Girls  - Brown,85240393101615617026594634435762297133
Terrapin #09162,Blue Grey,Dalmation, Spikes,Leather Jacket - Black,Licky Licky,Sunnies - Gun Metal,Basketball,213034037933926232583079978809508486112
Terrapin #01834,Clouds,Hellfire,Base ,Cloak - Brown,Grin,Laser ,Mohawk - Green,104310059885167946489175407959210597546
Terrapin #03765,Lilac,Tiger Teddy, Cannon,Naked,Snarl - Nose Ring,Angry Tweeker ,Top Hat - Steam Punk,180639400915640077630313738685793864298
Terrapin #03869,Baby Yellow,Common,Knight Sword - Green,Luna Jersey,Ehh,Goggle Steam Punk,Lion Hat,80956780679371306154925609477698145866
Terrapin #07581,Blue Grey,Unicorn,Base ,Naked,Monster,Angry Tweeker ,Spiky  - Brown,66166433593538106295319949302739220275
Terrapin #01590,Early Light,Lion,Knight Sword - Green,Naked,Grin - Cigar,Tweeker ,Spiky  - Brown,227881164466454806535293246664755313330
Terrapin #02210,Early Light,Leopard Lion, Spikes,Hawaiian Shirt - Pineapple,Dopey,Bored ,Mohawk - Green,197932223851669506001579468212895162525
Terrapin #04459,Steel Blue,Common,Armoured ,Naked,Dopey - Drool,Tweeker ,Mohawk - Purple,223258762250462392675750839819438175345
Terrapin #08915,Clouds,Lion,Base ,Naked,Sad,Tweeker ,Mohawk - Black,135993756522481157463314640955042028162
Terrapin #07040,Neon Pink,Hellfire, Spikes,Kings Robe,Subtle Smile,Bored  - Shaved Brow,None,140293469727202004362037232562115798968
Terrapin #02586,Clouds,Common,Dragon Scale - Green,Naked,Scowl,Monocle - Tweeker ,Spiky  - Brown,234182144356032174294733387706167643040
Terrapin #03870,Mint,Lion,Dragon Wings - Black,Naked,Subtle Smile,Steam Punk - Angry,Girls  - Pink,333389377322477925051483276062127049207
Terrapin #08962,Charcoal Full Moon,Tiger Teddy,Base ,Kimono,Monster,Cyborg - Closed Eye,Crown - Sapphire,248586649161465007945339900717253535490
Terrapin #07907,Baby Yellow,Common,Knight Sword - Green,Naked,Ehh,Tweeker ,Mohawk - Silver,107596218667525585219404171153897416915
Terrapin #06367,Early Light,Lion,Dragon Wings - Red,Naked,Snarl - Cigar,Tweeker ,Penguin Hat,38695604898735224520057907834120372015
Terrapin #04406,Mint,Leopard Unicorn,Base ,Naked,Scowl,Monocle - Tweeker ,None,294240475653740845234312535574330380113
Terrapin #08735,Mint,Common,Base ,Steam Punk Shirt - Red,Ehh,Tweeker ,Girls  - Brown,46663121793133032606008303398620505310
Terrapin #09181,Purple,Hellfire,Knight Sword - Blue,Steam Punk Shirt - Red,Scowl,Monocle - Tweeker ,Cap - Luna,103188372419370713850286516935226286369
Terrapin #03278,Baby Yellow,Hellfire,Base ,Kings Robe,Sad,Laser ,Red  with Horns,150935275678411788463708308755890814315
Terrapin #08846,Neon Pink,Common,Base ,Leather Jacket - Black and White,Grin,Bored ,Spiky  - Brown,167899294721042334304202889323096006826
Terrapin #05351,Lilac,Monochrome,Base ,Leather Jacket - Black,Bubblegum,Tweeker ,Spiky  - Brown,123964334678678790594323423761019500915
Terrapin #00376,Early Light,Leopard Lion,Scythe,Suit and Tie,Ehh,Steam Punk - Angry,Cap - MIR,34926365694052112014337867708341617754
Terrapin #00664,Blue Grey,Common,Armoured ,Naked,Dopey,Tweeker ,Mohawk - Green,284552340927341057470186324077818337413
Terrapin #02976,Baby Blue,Lion,Base ,Leather Jacket - Black,Monster,Sunnies - Pink,Cap - Luna,120389262289245103826622906678333691466
Terrapin #03772,Mint,Luna,Angel Wings,Hawaiian Shirt - Pineapple,Grin,Steam Punk - Bored,Bowler Hat,139463346254165774278373866642141618570
Terrapin #00725,Mint,Hellfire, Spikes,Hawaiian Shirt - Pineapple,Dopey,Tweeker ,None,223104853488929193019367790042028051078
Terrapin #09432,Burnt Orange,Common,Base ,Cloak - Black,Dopey,Tweeker ,Bull Hat,60518405721313699554624398653557251529
Terrapin #06570,Blood Red - Big Moon,Lion,Base ,Naked,Grin,Spectacles - Tortoise Shell,Top Hat - Steam Punk,104835221090552096593622139454128898828
Terrapin #02332,Blood Red - Big Moon,Geisha,Base ,Kings Robe,Snarl - Nose Ring,Tweeker ,Spiky  - Brown,14992944691939421366748184247253159371
Terrapin #02932,Blue Grey,Lion,Knight Sword - Green,Hawaiian Shirt - Pineapple,Ehh,Bored ,Spiky  - Brown,19120287068788152934319471345322108775
Terrapin #00625,Midnight Blue - Big Moon,Lion,Base ,Hawaiian Shirt - Watermelon,Grin,Steam Punk - Angry,Mohawk - Black,267747222213073526658474513885010475619
Terrapin #01947,Blue Grey,Hellfire,Dragon Wings - Green,Naked,Ehh,Cyborg - Tweeker,Afro,123548479379239578537539660296364432489
Terrapin #04347,Steel Blue,Unicorn, Spikes,Tuxedo,Bubblegum,Bored ,None,228449362858049653258839198707129350930
Terrapin #03198,Early Light,Zebra,Knight Sword - Blue,Hawaiian Shirt - Pineapple,Grin,Tweeker ,Crown - Sapphire,185044720372912371407229445453256894423
Terrapin #08906,Early Light,Tiger,Base ,Hawaiian Shirt - Pineapple,Grin,Tweeker ,Spiky  - Black,330412604437803740812843688980502650937
Terrapin #02276,Mint,Geisha, Spikes,Leather Jacket - Black,Scream,Steam Punk - Bored,Top Hat - black,114132227046637085413824176448265633195
Terrapin #00268,Charcoal Full Moon,Common,Base ,Assassins Cloak - White,Sad,Cyborg - Closed Eye,Mohawk - Black,120136869117222523795267263614736976120
Terrapin #09560,Lilac,Luna,Base ,Cloak - Black,Terrorpin,Goggle Steam Punk,Mohawk - Purple,167433040103557691103851344912695776619
Terrapin #07280,Burnt Orange,Teddy, Spikes,Luna Shirt,Snarl - Nose Ring,Terrorpin,Spiky  - Brown,145214896508926992214549923479660653096
Terrapin #07715,Lilac,Leopard Unicorn,Knight Sword - Blue,Naked,Grin,Laser ,Red  with Horns,264638096481037765141226775259586787788
Terrapin #00589,Baby Yellow,Leopard Unicorn,Base ,Luna Jersey,Ehh,Cyborg - Bored,Mohawk - Blue,8676595710734512430413817580463829996
Terrapin #08610,Early Light,Luna,Knight Sword - Brown,Naked,Terrorpin,Eyepatch - Bored,Mop  Brown,51018893311756632019241164701517979492
Terrapin #02208,Charcoal - Big Moon,Hellfire,Dragon Scale - Purple,Leather Jacket - Black,Grin,Sunnies - Gold,Mohawk - Black,7772523700774598589025196670896417489
Terrapin #07803,Early Light,Common,Base ,Luna Jersey,Ehh,Monocle - Bored ,Crown - Emerald,307961598886620133604603133043814124376
Terrapin #01109,Baby Blue,Tiger Teddy,Base ,Hawaiian Shirt - Watermelon,Dopey - Vampire,Bored ,Wizard Hat - Blue,279764937636991244703059327553697795580
Terrapin #04045,Burnt Orange,Common,Knight Sword - Brown,Naked,Dopey,Goggle Steam Punk - Black,Pirate Bandana,110589660132902466371864786540361193832
Terrapin #02459,Burnt Orange,Common,Dragon Scale - Green,Hawaiian Shirt - Watermelon,Dopey - Vampire,Tweeker ,Spiky  - Blonde,168564029215389349562673324413812276982
Terrapin #01717,Steel Blue,Black and Yellow,Base ,Cloak - Black,Dopey - Vampire,Angry Tweeker ,Mohawk - Silver,250205829479111872749204704574086029452
Terrapin #05050,Neon Pink,Common,Dragon Wings - Green,Hawaiian Shirt - Pineapple,Grin - 5pm Shadow,Bored ,Pirate Bandana,88250942592445882938492075120040667085
Terrapin #03424,Mint,Leopard Unicorn,Dragon Wings - Red,Naked,Beard,Tweeker ,Cap - Pylon,12491699727146365748681828016297139960
Terrapin #02576,Early Light,Common,Base ,Naked,Dopey,Cyborg - Angry Clown,Mop  Brown,325628996923071166625540333868993314372
Terrapin #06143,Mint,Unicorn,Base ,Naked,Sad,Angry Tweeker ,Crown - Sapphire,257219576352261021472982461599484293906
Terrapin #05961,Charcoal Full Moon,Leopard Lion,Angel Wings,Hawaiian Shirt - Watermelon,Ehh,Monocle - Bored ,Mohawk - Green,170453082301066622046065989348988486255
Terrapin #05429,Blue Grey,Hellfire,Knight Sword - Blue,Naked,Scowl,Tweeker ,Mohawk - Red,254959781813393989919187231887379023586
Terrapin #05899,Steel Blue,Zombie,Base ,Cloak - Blue,Grin,Angry Tweeker ,Wizard Hat - Blue,13528242098543366868255516388496378278
Terrapin #03375,Lilac,Common,Dragon Wings - Purple,Naked,Licky Licky,Bored ,Mohawk - Silver,129075539355975091558216122237287320322
Terrapin #08604,Purple,Tiger,Base ,Kings Robe,Grin,Laser ,Mohawk - Green,101638443778424216265931539701019948311
Terrapin #00186,Burnt Orange,Common, Cannon,Naked,Dopey,Tweeker ,Cap - MIR,4133358528857557233278932573725498787
Terrapin #04212,Mint,Teddy,Base ,Orange Shirt,Ehh,Eyepatch - Tweeker,None,232371594269749619757009842724944234241
Terrapin #09111,Charcoal Full Moon,Common, Cannon,Naked,Grin - Cigar,Monocle - Tweeker ,Bowler Hat,120639973431855591499474392267128477193
Terrapin #08999,Baby Yellow,Chocolate,Base ,Leather Jacket - Black,Dopey,Cyborg - Tweeker,Wizard Hat - Blue,43926742195157323387403673336170622463
Terrapin #05986,Mint,Tiger Teddy,Dragon Scale - Green,Orange Shirt,Dopey,Anime  - Blue,Mop  Brown,130588048163429863823768928586610134739
Terrapin #07710,Early Light,Chocolate, Spikes,Cloak - Brown,Dopey,Monocle - Tweeker ,None,209345366163594833880088250790210916349
Terrapin #07114,Mint,Luna,Base ,Naked,Dopey,Sunnies - Pink,Ramen,194063038601205388520736932141850461002
Terrapin #00270,Mint,Chocolate,Dragon Scale - Green,Steam Punk Shirt - Blue,Vampire,Eyepatch - Bored,Cap - Pylon,273384642413330071404324517809230139399
Terrapin #02253,Clouds,Zombie,Base ,Naked,Grin - Cigar,Cyborg - Angry Clown,Top Hat - Steam Punk,126245986516313710106525626799080291949
Terrapin #09811,Steel Blue,Leopard Unicorn,Base ,Cloak - Blue,Licky Licky,Bored ,Girls  - Pink,89097750305323629369809379916217119378
Terrapin #07421,Steel Blue,Tiger Teddy,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Sad,Tweeker ,None,34933748193886011448406303288914888847
Terrapin #08012,Blue Grey,Hellfire,Dragon Wings - Black,Naked,Dopey,Bored ,None,147195732351501635023462973746936021841
Terrapin #04614,Blue Grey,Common,Base ,Naked,Snarl - Nose Ring,Monocle - Bored ,Penguin Hat,239558417967480784075879384608876897785
Terrapin #03045,Early Light,Luna,Dragon Wings - Red,Cloak - Blue,Dopey,Closed ,Lion Hat,87942624214651626410111493663072820259
Terrapin #01611,Early Light,Tiger Teddy,Knight Sword - Blue,Naked,Grin - 5pm Shadow,Bored ,Mohawk - Black,237163371368329852507888451922636784097
Terrapin #07644,Steel Blue,Chocolate,Dragon Wings - Green,Steam Punk Shirt - Red,Dopey - Drool,Anime  - Blue,Top Hat - Steam Punk,55923769432206934481338637518894920701
Terrapin #03127,Steel Blue,Common,Base ,Luna Jersey,Moustache,Laser ,Spiky  - Brown,220533895681130714003734433212663070
Terrapin #04797,Purple,Luna,Base ,Luna Jersey,Grin - 5pm Shadow,Tweeker ,Unicorn,172143722986727020263106006732023884532
Terrapin #03061,Blue Grey,Lion,Dragon Wings - Black,Orange Shirt,Moustache,Anime  - Blue,Bowler Hat,223041928360172027794090314952055837773
Terrapin #04102,Purple,Lion,Dragon Wings - Green,Naked,Dopey - Drool,Bored  - Shaved Brow,Cap - Pylon,223462615399357895932548478097030866821
Terrapin #01491,Steel Blue,Teddy,Base ,Naked,Bubblegum,Sunnies - Gun Metal,Unicorn,277765054724036485884138228639593040399
Terrapin #05956,Purple,Luna, Cannon,Luna Jersey,Scowl,Monocle - Bored ,Cap - MIR,5680824033330789615935996412701378728
Terrapin #03592,Purple,Common,Base ,Leather Jacket - Black,Ehh,Cyborg - Closed Eye,Cheese Head,281749938621624735840480005622821333857
Terrapin #07062,Steel Blue,Hellfire,Base ,Cloak - Black,Snarl - Nose Ring,Cyborg - Closed Eye,Devil Horns,59400229523947758748949949313355297387
Terrapin #03596,Charcoal Full Moon,Leopard Lion,Base ,Hawaiian Shirt - Watermelon,Grin,Bored ,Cap - Luna,107510070338521677886741016893022995911
Terrapin #01822,Neon Pink,Geisha,Base ,Leather Jacket - Black,Grin,Cyborg - Angry Clown,Dragon Hat - Red,139229411254893747018718407793285667706
Terrapin #05798,Lilac,Luna,Base ,Steam Punk Shirt - Red,Snarl - Cigar,Eyepatch - Tweeker,Crown - Emerald,40263803798010306749535031810593997811
Terrapin #08173,Purple,Common,Base ,Leather Jacket - Black,Beard,Eyepatch - Angry,Lion Hat,121129167252593865169420556004383192394
Terrapin #02532,Burnt Orange,Leopard Unicorn,Dragon Wings - Purple,Hawaiian Shirt - Pineapple,Ehh,Tweeker ,Bowler Hat,4481130126094607293010985231167494565
Terrapin #09350,Burnt Orange,Chocolate,Knight Sword - Brown,Naked,Dopey,Steam Punk - Tweeker - Purple,Devil Horns,226321402545031164036948218061466039211
Terrapin #05084,Early Light,Black and Yellow,Base ,Naked,Snarl,Tweeker ,Mohawk - Red,263259544049494265185998072680701449009
Terrapin #01918,Baby Yellow,Tiger,Base ,Luna Shirt,Snarl - Cigar,Cyborg - Tweeker,Pirate Bandana,320811082819414132065433375376792491616
Terrapin #01195,Neon Pink,Common,Base ,Naked,Sad,Cyborg - Angry,None,263774958348817486634457300886209467296
Terrapin #06137,Blood Red - Big Moon,Lion,Knight Sword - Blue,Assassins Cloak - Black,Moustache,Monocle - Tweeker ,Spiky  - Blonde,151560702392345425041210974470261685593
Terrapin #04700,Mint,Common,Base ,Naked,Dopey,Monocle - Tweeker ,Mop  Brown,106279139168871824516464617966991615191
Terrapin #07773,Blue Grey,Leopard Lion,Armoured ,Luna Shirt,Grin - Cigar,Bored ,Mop  Brown,125972998321601620714239695510691953898
Terrapin #05938,Mint,Chocolate,Base ,Naked,Dopey,Cyborg - Tweeker,Cap - Pylon,268855880879094861079344162941933650578
Terrapin #02710,Baby Yellow,Zebra,Base ,Naked,Dopey,Eyepatch - Bored,Penguin Hat,162599070307756746333921861619138379910
Terrapin #02566,Early Light,Chocolate,Base ,Kings Robe,Dopey,Tweeker ,Mohawk - Purple,174276068655072605812848965155288890407
